"State","District","Crop","Season","Area-2023-24","Production-2023-24","Yield-2023-24"
"Uttar Pradesh","Balrampur","Tur","Kharif","0.10","0.09","862.00"
"Uttar Pradesh","Balrampur","Tur","Total","0.10","0.09","862.00"
"Uttar Pradesh","Balrampur","Gram","Rabi","0.00","0.01","1153.00"
"Uttar Pradesh","Balrampur","Gram","Total","0.00","0.01","1153.00"
"Uttar Pradesh","Balrampur","Urad","Kharif","0.02","0.01","622.00"
"Uttar Pradesh","Balrampur","Urad","Summer","0.00","0.00","912.00"
"Uttar Pradesh","Balrampur","Urad","Total","0.02","0.02","628.00"
"Uttar Pradesh","Balrampur","Moong","Summer","0.00","0.00","718.00"
"Uttar Pradesh","Balrampur","Moong","Total","0.00","0.00","718.00"
"Uttar Pradesh","Balrampur","Lentil","Rabi","0.39","0.41","1028.00"
"Uttar Pradesh","Balrampur","Lentil","Total","0.39","0.41","1028.00"
"Uttar Pradesh","Balrampur","Other Pulses","Rabi","0.02","0.03","1678.00"
"Uttar Pradesh","Balrampur","Other Pulses","Total","0.02","0.03","1678.00"
"Uttar Pradesh","Balrampur","Total Pulses","Total","0.54","0.55","1005.00"
"Uttar Pradesh","Balrampur","Total Food Grains","Kharif","1.42","3.93","2760.00"
"Uttar Pradesh","Balrampur","Total Food Grains","Rabi","1.48","3.98","2686.00"
"Uttar Pradesh","Balrampur","Total Food Grains","Summer","0.01","0.01","1418.00"
"Uttar Pradesh","Balrampur","Total Food Grains","Total","2.91","7.92","2719.00"
"Uttar Pradesh","Banda","Rice","Kharif","0.49","1.18","2402.00"
"Uttar Pradesh","Banda","Rice","Total","0.49","1.18","2402.00"
"Uttar Pradesh","Banda","Wheat","Rabi","1.77","5.45","3070.00"
"Uttar Pradesh","Banda","Wheat","Total","1.77","5.45","3070.00"
"Uttar Pradesh","Banda","Maize","Kharif","0.00","0.00","2181.00"
"Uttar Pradesh","Banda","Maize","Total","0.00","0.00","2181.00"
"Uttar Pradesh","Banda","Barley","Rabi","0.01","0.02","1983.00"
"Uttar Pradesh","Banda","Barley","Total","0.01","0.02","1983.00"
"Uttar Pradesh","Banda","Jowar","Kharif","0.42","0.71","1696.00"
"Uttar Pradesh","Banda","Jowar","Total","0.42","0.71","1696.00"
"Uttar Pradesh","Banda","Bajra","Kharif","0.05","0.07","1385.00"
"Uttar Pradesh","Banda","Bajra","Total","0.05","0.07","1385.00"
"Uttar Pradesh","Banda","Shree Anna /Nutri Cereals","Kharif","0.46","0.77","1664.00"
"Uttar Pradesh","Banda","Shree Anna /Nutri Cereals","Total","0.46","0.77","1664.00"
"Uttar Pradesh","Banda","Nutri/Coarse Cereals","Kharif","0.46","0.77","1664.00"
"Uttar Pradesh","Banda","Nutri/Coarse Cereals","Rabi","0.01","0.02","1983.00"
"Uttar Pradesh","Banda","Nutri/Coarse Cereals","Total","0.48","0.79","1671.00"
"Uttar Pradesh","Banda","Cereals","Kharif","0.96","1.95","2043.00"
"Uttar Pradesh","Banda","Cereals","Rabi","1.79","5.47","3063.00"
"Uttar Pradesh","Banda","Cereals","Total","2.74","7.42","2707.00"
"Uttar Pradesh","Banda","Tur","Kharif","0.33","0.28","865.00"
"Uttar Pradesh","Banda","Tur","Total","0.33","0.28","865.00"
"Uttar Pradesh","Banda","Gram","Rabi","1.01","1.21","1202.00"
"Uttar Pradesh","Banda","Gram","Total","1.01","1.21","1202.00"
"Uttar Pradesh","Banda","Urad","Kharif","0.04","0.02","628.00"
"Uttar Pradesh","Banda","Urad","Summer","0.00","0.00","912.00"
"Uttar Pradesh","Banda","Urad","Total","0.04","0.03","628.00"
"Uttar Pradesh","Banda","Moong","Kharif","0.02","0.01","600.00"
"Uttar Pradesh","Banda","Moong","Summer","0.00","0.00","718.00"
"Uttar Pradesh","Banda","Moong","Total","0.02","0.01","604.00"
"Uttar Pradesh","Banda","Lentil","Rabi","0.43","0.31","704.00"
"Uttar Pradesh","Banda","Lentil","Total","0.43","0.31","704.00"
"Uttar Pradesh","Banda","Other Pulses","Rabi","0.04","0.05","1144.00"
"Uttar Pradesh","Banda","Other Pulses","Total","0.04","0.05","1144.00"
"Uttar Pradesh","Banda","Total Pulses","Total","1.88","1.89","1006.00"
"Uttar Pradesh","Banda","Total Food Grains","Kharif","1.35","2.28","1690.00"
"Uttar Pradesh","Banda","Total Food Grains","Rabi","3.27","7.03","2151.00"
"Uttar Pradesh","Banda","Total Food Grains","Summer","0.00","0.00","727.00"
"Uttar Pradesh","Banda","Total Food Grains","Total","4.62","9.31","2016.00"
"Uttar Pradesh","Barabanki","Rice","Kharif","1.76","5.28","3009.00"
"Uttar Pradesh","Barabanki","Rice","Summer","0.00","0.00","3474.00"
"Uttar Pradesh","Barabanki","Rice","Total","1.76","5.28","3009.00"
"Uttar Pradesh","Barabanki","Wheat","Rabi","1.24","5.02","4059.00"
"Uttar Pradesh","Barabanki","Wheat","Total","1.24","5.02","4059.00"
"Uttar Pradesh","Barabanki","Maize","Kharif","0.04","0.05","1258.00"
"Uttar Pradesh","Barabanki","Maize","Rabi","0.00","0.00","2875.00"
"Uttar Pradesh","Barabanki","Maize","Summer","0.00","0.01","3178.00"
"Uttar Pradesh","Barabanki","Maize","Total","0.05","0.07","1400.00"
"Uttar Pradesh","Barabanki","Barley","Rabi","0.00","0.00","2779.00"
"Uttar Pradesh","Barabanki","Barley","Total","0.00","0.00","2779.00"
"Uttar Pradesh","Barabanki","Jowar","Kharif","0.03","0.04","1598.00"
"Uttar Pradesh","Barabanki","Jowar","Total","0.03","0.04","1598.00"
"Uttar Pradesh","Barabanki","Bajra","Kharif","0.01","0.01","2173.00"
"Uttar Pradesh","Barabanki","Bajra","Total","0.01","0.01","2173.00"
"Uttar Pradesh","Barabanki","Small Millets","Kharif","0.00","0.00","886.00"
"Uttar Pradesh","Barabanki","Small Millets","Total","0.00","0.00","886.00"
"Uttar Pradesh","Barabanki","Shree Anna /Nutri Cereals","Kharif","0.03","0.05","1702.00"
"Uttar Pradesh","Barabanki","Shree Anna /Nutri Cereals","Total","0.03","0.05","1702.00"
"Uttar Pradesh","Barabanki","Nutri/Coarse Cereals","Kharif","0.08","0.11","1446.00"
"Uttar Pradesh","Barabanki","Nutri/Coarse Cereals","Rabi","0.00","0.00","2795.00"
"Uttar Pradesh","Barabanki","Nutri/Coarse Cereals","Summer","0.00","0.01","3178.00"
"Uttar Pradesh","Barabanki","Nutri/Coarse Cereals","Total","0.08","0.12","1539.00"
"Uttar Pradesh","Barabanki","Cereals","Kharif","1.83","5.39","2944.00"
"Uttar Pradesh","Barabanki","Cereals","Rabi","1.24","5.02","4057.00"
"Uttar Pradesh","Barabanki","Cereals","Summer","0.00","0.01","3193.00"
"Uttar Pradesh","Barabanki","Cereals","Total","3.07","10.42","3393.00"
"Uttar Pradesh","Barabanki","Tur","Kharif","0.02","0.02","966.00"
"Uttar Pradesh","Barabanki","Tur","Total","0.02","0.02","966.00"
"Uttar Pradesh","Barabanki","Gram","Rabi","0.01","0.01","1153.00"
"Uttar Pradesh","Barabanki","Gram","Total","0.01","0.01","1153.00"
"Uttar Pradesh","Barabanki","Urad","Kharif","0.13","0.06","456.00"
"Uttar Pradesh","Barabanki","Urad","Summer","0.02","0.01","436.00"
"Uttar Pradesh","Barabanki","Urad","Total","0.15","0.07","453.00"
"Uttar Pradesh","Barabanki","Moong","Summer","0.01","0.01","881.00"
"Uttar Pradesh","Barabanki","Moong","Total","0.01","0.01","881.00"
"Uttar Pradesh","Barabanki","Lentil","Rabi","0.16","0.17","1040.00"
"Uttar Pradesh","Barabanki","Lentil","Total","0.16","0.17","1040.00"
"Uttar Pradesh","Barabanki","Other Pulses","Rabi","0.04","0.07","1678.00"
"Uttar Pradesh","Barabanki","Other Pulses","Total","0.04","0.07","1678.00"
"Uttar Pradesh","Barabanki","Total Pulses","Total","0.40","0.35","874.00"
"Uttar Pradesh","Barabanki","Total Food Grains","Kharif","1.99","5.47","2758.00"
"Uttar Pradesh","Barabanki","Total Food Grains","Rabi","1.45","5.27","3635.00"
"Uttar Pradesh","Barabanki","Total Food Grains","Summer","0.03","0.03","812.00"
"Uttar Pradesh","Barabanki","Total Food Grains","Total","3.47","10.77","3105.00"
"Uttar Pradesh","Bareilly","Rice","Kharif","1.52","4.40","2888.00"
"Uttar Pradesh","Bareilly","Rice","Summer","0.01","0.05","3474.00"
"Uttar Pradesh","Bareilly","Rice","Total","1.54","4.45","2893.00"
"Uttar Pradesh","Bareilly","Wheat","Rabi","1.72","6.90","4007.00"
"Uttar Pradesh","Bareilly","Wheat","Total","1.72","6.90","4007.00"
"Uttar Pradesh","Bareilly","Maize","Kharif","0.00","0.01","2169.00"
"Uttar Pradesh","Bareilly","Maize","Rabi","0.00","0.00","2875.00"
"Uttar Pradesh","Bareilly","Maize","Summer","0.03","0.09","3178.00"
"Uttar Pradesh","Bareilly","Maize","Total","0.03","0.10","3096.00"
"Uttar Pradesh","Bareilly","Barley","Rabi","0.00","0.00","2779.00"
"Uttar Pradesh","Bareilly","Barley","Total","0.00","0.00","2779.00"
"Uttar Pradesh","Bareilly","Jowar","Kharif","0.00","0.00","1600.00"
"Uttar Pradesh","Bareilly","Jowar","Total","0.00","0.00","1600.00"
"Uttar Pradesh","Bareilly","Bajra","Kharif","0.14","0.27","1891.00"
"Uttar Pradesh","Bareilly","Bajra","Total","0.14","0.27","1891.00"
"Uttar Pradesh","Bareilly","Shree Anna /Nutri Cereals","Kharif","0.14","0.27","1888.00"
"Uttar Pradesh","Bareilly","Shree Anna /Nutri Cereals","Total","0.14","0.27","1888.00"
"Uttar Pradesh","Bareilly","Nutri/Coarse Cereals","Kharif","0.14","0.27","1892.00"
"Uttar Pradesh","Bareilly","Nutri/Coarse Cereals","Rabi","0.00","0.00","2824.00"
"Uttar Pradesh","Bareilly","Nutri/Coarse Cereals","Summer","0.03","0.09","3178.00"
"Uttar Pradesh","Bareilly","Nutri/Coarse Cereals","Total","0.17","0.37","2113.00"
"Uttar Pradesh","Bareilly","Cereals","Kharif","1.67","4.67","2801.00"
"Uttar Pradesh","Bareilly","Cereals","Rabi","1.72","6.90","4007.00"
"Uttar Pradesh","Bareilly","Cereals","Summer","0.04","0.14","3278.00"
"Uttar Pradesh","Bareilly","Cereals","Total","3.43","11.71","3412.00"
"Uttar Pradesh","Bareilly","Tur","Kharif","0.00","0.00","932.00"
"Uttar Pradesh","Bareilly","Tur","Total","0.00","0.00","932.00"
"Uttar Pradesh","Bareilly","Gram","Rabi","0.00","0.00","1153.00"
"Uttar Pradesh","Bareilly","Gram","Total","0.00","0.00","1153.00"
"Uttar Pradesh","Bareilly","Urad","Kharif","0.21","0.38","1784.00"
"Uttar Pradesh","Bareilly","Urad","Summer","0.00","0.00","1266.00"
"Uttar Pradesh","Bareilly","Urad","Total","0.22","0.38","1780.00"
"Uttar Pradesh","Bareilly","Moong","Kharif","0.00","0.00","392.00"
"Uttar Pradesh","Bareilly","Moong","Total","0.00","0.00","392.00"
"Uttar Pradesh","Bareilly","Lentil","Rabi","0.06","0.08","1250.00"
"Uttar Pradesh","Bareilly","Lentil","Total","0.06","0.08","1250.00"
"Uttar Pradesh","Bareilly","Other Pulses","Rabi","0.08","0.14","1678.00"
"Uttar Pradesh","Bareilly","Other Pulses","Total","0.08","0.14","1678.00"
"Uttar Pradesh","Bareilly","Total Pulses","Total","0.36","0.60","1658.00"
"Uttar Pradesh","Bareilly","Total Food Grains","Kharif","1.88","5.05","2684.00"
"Uttar Pradesh","Bareilly","Total Food Grains","Rabi","1.87","7.12","3809.00"
"Uttar Pradesh","Bareilly","Total Food Grains","Summer","0.05","0.15","3207.00"
"Uttar Pradesh","Bareilly","Total Food Grains","Total","3.80","12.32","3244.00"
"Uttar Pradesh","Basti","Rice","Kharif","1.36","3.46","2540.00"
"Uttar Pradesh","Basti","Rice","Summer","0.00","0.02","3474.00"
"Uttar Pradesh","Basti","Rice","Total","1.37","3.48","2543.00"
"Uttar Pradesh","Basti","Wheat","Rabi","1.33","4.45","3345.00"
"Uttar Pradesh","Basti","Wheat","Total","1.33","4.45","3345.00"
"Uttar Pradesh","Basti","Maize","Kharif","0.03","0.07","2181.00"
"Uttar Pradesh","Basti","Maize","Rabi","0.00","0.00","2875.00"
"Uttar Pradesh","Basti","Maize","Summer","0.00","0.01","3178.00"
"Uttar Pradesh","Basti","Maize","Total","0.04","0.09","2297.00"
"Uttar Pradesh","Basti","Barley","Rabi","0.00","0.00","2779.00"
"Uttar Pradesh","Basti","Barley","Total","0.00","0.00","2779.00"
"Uttar Pradesh","Basti","Small Millets","Kharif","0.00","0.00","886.00"
"Uttar Pradesh","Basti","Small Millets","Total","0.00","0.00","886.00"
"Uttar Pradesh","Basti","Shree Anna /Nutri Cereals","Kharif","0.00","0.00","886.00"
"Uttar Pradesh","Basti","Shree Anna /Nutri Cereals","Total","0.00","0.00","886.00"
"Uttar Pradesh","Basti","Nutri/Coarse Cereals","Kharif","0.03","0.07","2171.00"
"Uttar Pradesh","Basti","Nutri/Coarse Cereals","Rabi","0.00","0.00","2784.00"
"Uttar Pradesh","Basti","Nutri/Coarse Cereals","Summer","0.00","0.01","3178.00"
"Uttar Pradesh","Basti","Nutri/Coarse Cereals","Total","0.04","0.09","2294.00"
"Uttar Pradesh","Basti","Cereals","Kharif","1.40","3.54","2531.00"
"Uttar Pradesh","Basti","Cereals","Rabi","1.33","4.46","3345.00"
"Uttar Pradesh","Basti","Cereals","Summer","0.01","0.03","3335.00"
"Uttar Pradesh","Basti","Cereals","Total","2.74","8.03","2929.00"
"Uttar Pradesh","Basti","Tur","Kharif","0.04","0.04","932.00"
"Uttar Pradesh","Basti","Tur","Total","0.04","0.04","932.00"
"Uttar Pradesh","Basti","Gram","Rabi","0.01","0.01","1153.00"
"Uttar Pradesh","Basti","Gram","Total","0.01","0.01","1153.00"
"Uttar Pradesh","Basti","Urad","Kharif","0.00","0.00","622.00"
"Uttar Pradesh","Basti","Urad","Summer","0.00","0.00","912.00"
"Uttar Pradesh","Basti","Urad","Total","0.00","0.00","662.00"
"Uttar Pradesh","Basti","Moong","Summer","0.00","0.00","718.00"
"Uttar Pradesh","Basti","Moong","Total","0.00","0.00","718.00"
"Uttar Pradesh","Basti","Lentil","Rabi","0.03","0.03","999.00"
"Uttar Pradesh","Basti","Lentil","Total","0.03","0.03","999.00"
"Uttar Pradesh","Basti","Other Pulses","Rabi","0.06","0.09","1678.00"
"Uttar Pradesh","Basti","Other Pulses","Total","0.06","0.09","1678.00"
"Uttar Pradesh","Basti","Total Pulses","Total","0.13","0.17","1259.00"
"Uttar Pradesh","Basti","Total Food Grains","Kharif","1.44","3.58","2482.00"
"Uttar Pradesh","Basti","Total Food Grains","Rabi","1.42","4.59","3221.00"
"Uttar Pradesh","Basti","Total Food Grains","Summer","0.01","0.03","3167.00"
"Uttar Pradesh","Basti","Total Food Grains","Total","2.88","8.20","2851.00"
"Uttar Pradesh","Bhadohi","Rice","Kharif","0.26","0.84","3250.00"
"Uttar Pradesh","Bhadohi","Rice","Summer","0.00","0.01","3474.00"
"Uttar Pradesh","Bhadohi","Rice","Total","0.26","0.84","3252.00"
"Uttar Pradesh","Bhadohi","Wheat","Rabi","0.57","1.54","2712.00"
"Uttar Pradesh","Bhadohi","Wheat","Total","0.57","1.54","2712.00"
"Uttar Pradesh","Bhadohi","Maize","Kharif","0.01","0.02","2609.00"
"Uttar Pradesh","Bhadohi","Maize","Rabi","0.00","0.00","2875.00"
"Uttar Pradesh","Bhadohi","Maize","Summer","0.00","0.00","3178.00"
"Uttar Pradesh","Bhadohi","Maize","Total","0.01","0.02","2668.00"
"Uttar Pradesh","Bhadohi","Barley","Rabi","0.00","0.01","2779.00"
"Uttar Pradesh","Bhadohi","Barley","Total","0.00","0.01","2779.00"
"Uttar Pradesh","Bhadohi","Jowar","Kharif","0.02","0.03","1335.00"
"Uttar Pradesh","Bhadohi","Jowar","Total","0.02","0.03","1335.00"
"Uttar Pradesh","Bhadohi","Bajra","Kharif","0.09","0.14","1591.00"
"Uttar Pradesh","Bhadohi","Bajra","Total","0.09","0.14","1591.00"
"Uttar Pradesh","Bhadohi","Small Millets","Kharif","0.01","0.01","886.00"
"Uttar Pradesh","Bhadohi","Small Millets","Total","0.01","0.01","886.00"
"Uttar Pradesh","Bhadohi","Shree Anna /Nutri Cereals","Kharif","0.12","0.18","1483.00"
"Uttar Pradesh","Bhadohi","Shree Anna /Nutri Cereals","Total","0.12","0.18","1483.00"
"Uttar Pradesh","Bhadohi","Nutri/Coarse Cereals","Kharif","0.13","0.20","1549.00"
"Uttar Pradesh","Bhadohi","Nutri/Coarse Cereals","Rabi","0.00","0.01","2779.00"
"Uttar Pradesh","Bhadohi","Nutri/Coarse Cereals","Summer","0.00","0.00","3178.00"
"Uttar Pradesh","Bhadohi","Nutri/Coarse Cereals","Total","0.14","0.21","1588.00"
"Uttar Pradesh","Bhadohi","Cereals","Kharif","0.39","1.04","2675.00"
"Uttar Pradesh","Bhadohi","Cereals","Rabi","0.57","1.55","2713.00"
"Uttar Pradesh","Bhadohi","Cereals","Summer","0.00","0.01","3381.00"
"Uttar Pradesh","Bhadohi","Cereals","Total","0.96","2.59","2699.00"
"Uttar Pradesh","Bhadohi","Tur","Kharif","0.07","0.09","1420.00"
"Uttar Pradesh","Bhadohi","Tur","Total","0.07","0.09","1420.00"
"Uttar Pradesh","Bhadohi","Gram","Rabi","0.01","0.01","892.00"
"Uttar Pradesh","Bhadohi","Gram","Total","0.01","0.01","892.00"
"Uttar Pradesh","Bhadohi","Urad","Kharif","0.01","0.00","613.00"
"Uttar Pradesh","Bhadohi","Urad","Summer","0.00","0.00","912.00"
"Uttar Pradesh","Bhadohi","Urad","Total","0.01","0.00","636.00"
"Uttar Pradesh","Bhadohi","Moong","Summer","0.00","0.00","718.00"
"Uttar Pradesh","Bhadohi","Moong","Total","0.00","0.00","718.00"
"Uttar Pradesh","Bhadohi","Lentil","Rabi","0.00","0.00","599.00"
"Uttar Pradesh","Bhadohi","Lentil","Total","0.00","0.00","599.00"
"Uttar Pradesh","Bhadohi","Other Pulses","Rabi","0.01","0.01","1042.00"
"Uttar Pradesh","Bhadohi","Other Pulses","Total","0.01","0.01","1042.00"
"Uttar Pradesh","Bhadohi","Total Pulses","Total","0.10","0.12","1254.00"
"Uttar Pradesh","Bhadohi","Total Food Grains","Kharif","0.46","1.14","2470.00"
"Uttar Pradesh","Bhadohi","Total Food Grains","Rabi","0.59","1.57","2649.00"
"Uttar Pradesh","Bhadohi","Total Food Grains","Summer","0.00","0.01","2247.00"
"Uttar Pradesh","Bhadohi","Total Food Grains","Total","1.06","2.71","2569.00"
"Uttar Pradesh","Bijnor","Rice","Kharif","0.53","1.40","2663.00"
"Uttar Pradesh","Bijnor","Rice","Summer","0.00","0.00","3391.00"
"Uttar Pradesh","Bijnor","Rice","Total","0.53","1.40","2664.00"
"Uttar Pradesh","Bijnor","Wheat","Rabi","0.92","3.34","3627.00"
"Uttar Pradesh","Bijnor","Wheat","Total","0.92","3.34","3627.00"
"Uttar Pradesh","Bijnor","Maize","Rabi","0.00","0.00","2875.00"
"Uttar Pradesh","Bijnor","Maize","Summer","0.00","0.00","3178.00"
"Uttar Pradesh","Bijnor","Maize","Total","0.00","0.00","3159.00"
"Uttar Pradesh","Bijnor","Barley","Rabi","0.00","0.00","2779.00"
"Uttar Pradesh","Bijnor","Barley","Total","0.00","0.00","2779.00"
"Uttar Pradesh","Bijnor","Nutri/Coarse Cereals","Rabi","0.00","0.00","2795.00"
"Uttar Pradesh","Bijnor","Nutri/Coarse Cereals","Summer","0.00","0.00","3178.00"
"Uttar Pradesh","Bijnor","Nutri/Coarse Cereals","Total","0.00","0.00","3068.00"
"Uttar Pradesh","Bijnor","Cereals","Kharif","0.53","1.40","2663.00"
"Uttar Pradesh","Bijnor","Cereals","Rabi","0.92","3.34","3626.00"
"Uttar Pradesh","Bijnor","Cereals","Summer","0.00","0.00","3265.00"
"Uttar Pradesh","Bijnor","Cereals","Total","1.45","4.75","3277.00"
"Uttar Pradesh","Bijnor","Gram","Rabi","0.00","0.00","1153.00"
"Uttar Pradesh","Bijnor","Gram","Total","0.00","0.00","1153.00"
"Uttar Pradesh","Bijnor","Urad","Kharif","0.02","0.02","761.00"
"Uttar Pradesh","Bijnor","Urad","Summer","0.00","0.00","912.00"
"Uttar Pradesh","Bijnor","Urad","Total","0.02","0.02","764.00"
"Uttar Pradesh","Bijnor","Lentil","Rabi","0.01","0.01","999.00"
"Uttar Pradesh","Bijnor","Lentil","Total","0.01","0.01","999.00"
"Uttar Pradesh","Bijnor","Other Pulses","Rabi","0.00","0.00","1678.00"
"Uttar Pradesh","Bijnor","Other Pulses","Total","0.00","0.00","1678.00"
"Uttar Pradesh","Bijnor","Total Pulses","Total","0.03","0.03","854.00"
"Uttar Pradesh","Bijnor","Total Food Grains","Kharif","0.55","1.42","2585.00"
"Uttar Pradesh","Bijnor","Total Food Grains","Rabi","0.93","3.36","3595.00"
"Uttar Pradesh","Bijnor","Total Food Grains","Summer","0.00","0.00","2482.00"
"Uttar Pradesh","Bijnor","Total Food Grains","Total","1.48","4.78","3220.00"
"Uttar Pradesh","Budaun","Rice","Kharif","0.95","2.08","2196.00"
"Uttar Pradesh","Budaun","Rice","Summer","0.00","0.00","3474.00"
"Uttar Pradesh","Budaun","Rice","Total","0.95","2.08","2197.00"
"Uttar Pradesh","Budaun","Wheat","Rabi","2.21","9.65","4376.00"
"Uttar Pradesh","Budaun","Wheat","Total","2.21","9.65","4376.00"
"Uttar Pradesh","Budaun","Maize","Kharif","0.09","0.20","2322.00"
"Uttar Pradesh","Budaun","Maize","Rabi","0.01","0.04","2875.00"
"Uttar Pradesh","Budaun","Maize","Summer","0.24","0.78","3178.00"
"Uttar Pradesh","Budaun","Maize","Total","0.35","1.02","2950.00"
"Uttar Pradesh","Budaun","Barley","Rabi","0.00","0.01","2779.00"
"Uttar Pradesh","Budaun","Barley","Total","0.00","0.01","2779.00"
"Uttar Pradesh","Budaun","Bajra","Kharif","1.08","1.87","1729.00"
"Uttar Pradesh","Budaun","Bajra","Total","1.08","1.87","1729.00"
"Uttar Pradesh","Budaun","Shree Anna /Nutri Cereals","Kharif","1.08","1.87","1729.00"
"Uttar Pradesh","Budaun","Shree Anna /Nutri Cereals","Total","1.08","1.87","1729.00"
"Uttar Pradesh","Budaun","Nutri/Coarse Cereals","Kharif","1.17","2.07","1773.00"
"Uttar Pradesh","Budaun","Nutri/Coarse Cereals","Rabi","0.02","0.05","2855.00"
"Uttar Pradesh","Budaun","Nutri/Coarse Cereals","Summer","0.24","0.78","3178.00"
"Uttar Pradesh","Budaun","Nutri/Coarse Cereals","Total","1.43","2.90","2026.00"
"Uttar Pradesh","Budaun","Cereals","Kharif","2.12","4.15","1962.00"
"Uttar Pradesh","Budaun","Cereals","Rabi","2.22","9.70","4363.00"
"Uttar Pradesh","Budaun","Cereals","Summer","0.24","0.78","3178.00"
"Uttar Pradesh","Budaun","Cereals","Total","4.58","14.63","3192.00"
"Uttar Pradesh","Budaun","Tur","Kharif","0.01","0.01","932.00"
"Uttar Pradesh","Budaun","Tur","Total","0.01","0.01","932.00"
"Uttar Pradesh","Budaun","Gram","Rabi","0.00","0.00","1153.00"
"Uttar Pradesh","Budaun","Gram","Total","0.00","0.00","1153.00"
"Uttar Pradesh","Budaun","Urad","Kharif","0.54","0.66","1228.00"
"Uttar Pradesh","Budaun","Urad","Summer","0.00","0.00","1266.00"
"Uttar Pradesh","Budaun","Urad","Total","0.54","0.66","1228.00"
"Uttar Pradesh","Budaun","Moong","Kharif","0.00","0.00","392.00"
"Uttar Pradesh","Budaun","Moong","Total","0.00","0.00","392.00"
"Uttar Pradesh","Budaun","Lentil","Rabi","0.05","0.06","1250.00"
"Uttar Pradesh","Budaun","Lentil","Total","0.05","0.06","1250.00"
"Uttar Pradesh","Budaun","Other Pulses","Rabi","0.01","0.01","1678.00"
"Uttar Pradesh","Budaun","Other Pulses","Total","0.01","0.01","1678.00"
"Uttar Pradesh","Budaun","Total Pulses","Total","0.61","0.75","1231.00"
"Uttar Pradesh","Budaun","Total Food Grains","Kharif","2.66","4.82","1810.00"
"Uttar Pradesh","Budaun","Total Food Grains","Rabi","2.28","9.78","4282.00"
"Uttar Pradesh","Budaun","Total Food Grains","Summer","0.25","0.78","3171.00"
"Uttar Pradesh","Budaun","Total Food Grains","Total","5.19","15.38","2962.00"
"Uttar Pradesh","Bulandshahr","Rice","Kharif","0.86","2.37","2753.00"
"Uttar Pradesh","Bulandshahr","Rice","Summer","0.00","0.01","3474.00"
"Uttar Pradesh","Bulandshahr","Rice","Total","0.86","2.37","2754.00"
"Uttar Pradesh","Bulandshahr","Wheat","Rabi","1.73","7.49","4324.00"
"Uttar Pradesh","Bulandshahr","Wheat","Total","1.73","7.49","4324.00"
"Uttar Pradesh","Bulandshahr","Maize","Kharif","0.52","1.11","2128.00"
"Uttar Pradesh","Bulandshahr","Maize","Rabi","0.00","0.01","2875.00"
"Uttar Pradesh","Bulandshahr","Maize","Summer","0.13","0.41","3178.00"
"Uttar Pradesh","Bulandshahr","Maize","Total","0.66","1.54","2340.00"
"Uttar Pradesh","Bulandshahr","Barley","Rabi","0.09","0.28","3189.00"
"Uttar Pradesh","Bulandshahr","Barley","Total","0.09","0.28","3189.00"
"Uttar Pradesh","Bulandshahr","Jowar","Kharif","0.00","0.00","1600.00"
"Uttar Pradesh","Bulandshahr","Jowar","Total","0.00","0.00","1600.00"
"Uttar Pradesh","Bulandshahr","Bajra","Kharif","0.14","0.31","2256.00"
"Uttar Pradesh","Bulandshahr","Bajra","Total","0.14","0.31","2256.00"
"Uttar Pradesh","Bulandshahr","Shree Anna /Nutri Cereals","Kharif","0.14","0.31","2249.00"
"Uttar Pradesh","Bulandshahr","Shree Anna /Nutri Cereals","Total","0.14","0.31","2249.00"
"Uttar Pradesh","Bulandshahr","Nutri/Coarse Cereals","Kharif","0.66","1.42","2153.00"
"Uttar Pradesh","Bulandshahr","Nutri/Coarse Cereals","Rabi","0.09","0.29","3175.00"
"Uttar Pradesh","Bulandshahr","Nutri/Coarse Cereals","Summer","0.13","0.41","3178.00"
"Uttar Pradesh","Bulandshahr","Nutri/Coarse Cereals","Total","0.88","2.12","2410.00"
"Uttar Pradesh","Bulandshahr","Cereals","Kharif","1.52","3.79","2493.00"
"Uttar Pradesh","Bulandshahr","Cereals","Rabi","1.82","7.77","4266.00"
"Uttar Pradesh","Bulandshahr","Cereals","Summer","0.13","0.42","3182.00"
"Uttar Pradesh","Bulandshahr","Cereals","Total","3.47","11.98","3449.00"
"Uttar Pradesh","Bulandshahr","Tur","Kharif","0.08","0.09","1035.00"
"Uttar Pradesh","Bulandshahr","Tur","Total","0.08","0.09","1035.00"
"Uttar Pradesh","Bulandshahr","Gram","Rabi","0.00","0.00","1153.00"
"Uttar Pradesh","Bulandshahr","Gram","Total","0.00","0.00","1153.00"
"Uttar Pradesh","Bulandshahr","Urad","Kharif","0.02","0.02","877.00"
"Uttar Pradesh","Bulandshahr","Urad","Summer","0.00","0.00","912.00"
"Uttar Pradesh","Bulandshahr","Urad","Total","0.03","0.02","881.00"
"Uttar Pradesh","Bulandshahr","Moong","Kharif","0.00","0.00","392.00"
"Uttar Pradesh","Bulandshahr","Moong","Summer","0.02","0.02","726.00"
"Uttar Pradesh","Bulandshahr","Moong","Total","0.03","0.02","674.00"
"Uttar Pradesh","Bulandshahr","Lentil","Rabi","0.02","0.02","999.00"
"Uttar Pradesh","Bulandshahr","Lentil","Total","0.02","0.02","999.00"
"Uttar Pradesh","Bulandshahr","Other Pulses","Rabi","0.01","0.01","1678.00"
